Enrollment	Final_Grade	Explicación
49312	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49318	NULL	NULL
49338	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49341	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49347	NULL	NULL
49393	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49414	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49417	NULL	NULL
49429	NULL	NULL
49433	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49465	NULL	NULL
49470	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49487	NULL	NULL
49498	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49501	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49502	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49524	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49536	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49543	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49548	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49560	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49567	NULL	NULL
49590	E	El examinado no concluyó el proceso de evaluación. Las habilidades lingüísticas que presentó no son suficientes para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1.
49605	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49623	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49626	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49653	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49654	NULL	NULL
49660	NULL	NULL
49667	NULL	NULL
49677	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49680	NULL	NULL
49688	NULL	NULL
49689	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49698	NULL	NULL
49706	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49715	NULL	NULL
49742	NULL	NULL
49782	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49785	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49787	NULL	NULL
49795	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49827	NULL	NULL
49835	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49845	NULL	NULL
49847	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49875	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49880	NULL	NULL
49899	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49927	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49934	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
49939	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49960	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49966	NULL	NULL
49970	NULL	NULL
49989	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
49991	E	El examinado no concluyó el proceso de evaluación. Las habilidades lingüísticas que presentó no son suficientes para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1.
50018	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50092	NULL	NULL
50099	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50100	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50101	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50119	NULL	NULL
50121	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50133	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50136	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50157	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50165	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50174	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50182	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50196	A	"Generalmente el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. Generalmente comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Normalmente el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, casi siempre es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. Casi siempre el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50197	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50201	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50217	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50220	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50228	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50247	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50256	NULL	NULL
50270	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50277	NULL	NULL
50288	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50311	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50314	NULL	NULL
50317	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50338	NULL	NULL
50344	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50365	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50367	NULL	NULL
50379	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50381	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50383	NULL	NULL
50386	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50401	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50406	-	
50412	NULL	NULL
50413	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50426	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50444	NULL	NULL
50450	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50463	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50497	NULL	NULL
50527	NULL	NULL
50529	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50533	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50534	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50544	NULL	NULL
50558	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50572	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50578	NULL	NULL
50616	NULL	NULL
50621	NULL	NULL
50622	NULL	NULL
50635	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50650	C	"De vez en cuando, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. A veces comprende la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Algunas veces el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, de vez en cando es capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A veces el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50658	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50660	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50664	NULL	NULL
50674	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50679	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50687	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50688	B	"A menudo, el examinado es capaz de comprender las ideas principales de textos si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, estudio u ocio. Suele comprender la idea principal de programas de radio o televisión siempre y cuando se traten de temas actuales, asuntos de interés personal o profesional cuando la articulación de la lengua es relativamente lenta y clara. Con frecuencia el examinado logra desenvolverse en situaciones que pueden surgir en viajes donde se utilice la lengua inglesa. Igualmente, suele ser capaz de participar espontáneamente en conversaciones que traten temas cotidianos o de interés personal. A menudo el examinado enlaza frases de forma sencilla con el fin de describir experiencias, acontecimientos, deseos y aspiraciones explicando y justificando brevemente sus opiniones o proyectos."
50703	NULL	NULL
50727	E	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50732	NULL	NULL
50742	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50767	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
50774	D	Nivel de competencia lingüística insuficiente para acreditar el Examen de Certificación de Lengua Inglesa EXAVER 2 nivel B1. No acreditó el total de las cuatro habilidades lingüísticas evaluadas en el examen.
